AUTHOR	UUIDS	PMIDS	PI	NUMPAPERS
Nielsen AH	e063621a-0f56-3bd5-b9bf-83c3cc285cff	21749924	0	1
Nielsen FA	62cf20f1-1fb1-3921-bf72-7258c880178f	20851771,17884017,15238438,16406606	0	4
Nielsen JA	b142339d-010c-35be-a178-a12ce6f25973	23967180,23185305	0	2
Nielsen JB	f0616864-bdbf-337e-a7f5-d431027c155c	17060367	1	1
Nielson KA	361f93b9-1f03-3d60-9cc9-fef00687400a	20691792,16225965,20167415,19515831	0	4
Nieman DH	1db81159-575b-3b57-abfc-d9a524dc8d97	21831606	0	1
Nieminen S	43ed89b0-35ab-33ec-a0d0-77d087a31a8f	22144968	0	1
Niendam TA	c0b89fc9-abc1-301d-ab2f-4b3a9c858a88	24120302	0	1
Niendham T	713d7fa3-6835-3cdd-bf98-cd16c81a88fe	22277668	0	1
Nieratschker V	de7ad4ee-ef32-31b7-9f3c-a0d61e3076c0	19781653,22534457	0	2
Nierenberg J	7508ede8-1ef1-3abd-93ff-bb996b6beb94	18804959	0	1
Nierhaus T	0f06a6ce-7178-341a-9b6d-9339152cf1f5	22496739	0	1
Nierula B	a533e7cf-d988-3013-8648-ceba977cf3a7	23523812	0	1
Niese R	dfa65bc6-f6ce-342b-875f-1215f609d432	16081255,14755839	0	2
Niethammer M	087cc490-98bb-317f-ad5c-f089ce559b73	19657027	0	1
Nieto-Castanon A	07551a79-a01a-39ab-85b3-d330c008dd19	21195191,20410363,20035884,21111832	0	4
Nieuwboer A	9014e05c-08d6-3f2a-9052-103e6ad4358d	23861319	1	1
Nieuwenhuis S	3e64899b-ba44-3969-ae66-3d7f012f4ae5	15978024,16055352	0	2
Nieuwland MS	5e713699-0446-30f6-bbd0-349d71c701cc	21898678,22116039,17611124	1	3
Nigg JT	4cac94b6-ba9f-3aeb-b32f-f699b7f6b8fa	20728873,20416863	1	2
Nihashi N	010bd13d-c74e-3789-ac03-dc4305263ac8	19560907	0	1
Nihashi T	ff5066aa-7269-39f2-90f4-f69f7c0ba388	15792893	0	1
Nijhuis FA	938e19f0-c77d-3932-a821-46334e1750db	16757006	0	1
Niki K	1684f0bb-050c-35d1-aae7-2e45e3618155	20501484	0	1
Nikkinen J	026dac8a-f6aa-3c8b-9030-1d8c8d95fb6c	20053346,21146507,22987670,19507160	0	4
Nikolaou K	bc6af68a-b3f9-35e0-8e23-97a8937509ca	24086758	0	1
Nikolic D	16ca1869-f808-39a3-bceb-3dd8184991b6	17462914	0	1
Nikulin VV	f256833c-169f-351b-b684-50c26f58c75b	23523812	1	1
Nili U	ae6b1bd9-334e-38a8-952e-b515b9d0c0c7	20620879	0	1
Nilsson LG	3be1ea36-f497-36ad-b432-809a5e1f9397	22065863,23678111,18346764,16537568	0	4
Nimgaonkar VL	ca25f587-be17-3fde-b02f-8851c9198f16	20138739,22992490,22137505	1	3
Nimmo-Smith I	5792f1c2-df67-34e1-9c91-31e21d613562	20188184	1	1
Nimsky C	d0ffd379-e020-3e48-91a9-ae5b8f359d8b	17166744	0	1
Ning N	c668923b-035e-39c8-b2ad-17bf17c2e2bf	19375076	0	1
Ning Y	a813f7e7-d8f0-3d57-b77b-c2cd0e983220	23831354	0	1
Ninomiya Y	a572a498-4884-3587-bc9f-4423615c9a18	21762881	0	1
Niogi S	6a52d8c9-bdf7-31ad-97ea-1b5a904e7677	16033925	0	1
Nir T	597d0ecb-306f-39e4-bcbc-71c1b3c1fc7a	18586523	0	1
Nir TM	dafaa544-4f8e-310a-a435-c4437cf01942	20967216	0	1
Nir Y	e014342c-e0e6-3e48-a3cf-a5a3f3cef10b	20472279	0	1
Nishihara M	e61bf6e6-2e36-307d-88a8-810625027d06	22073183	0	1
Nishikawa M	a50aa5bf-ecdb-39f1-87e7-b702926dfc7b	16996279,20630715	0	2
Nishimura T	9d8192e5-81d7-3947-b357-cf8d9a7bbe1b	21055445	0	1
Nishio M	201394b7-83b0-35c3-ab00-309518851e8c	19682867	0	1
Nishiyama Y	b67ecb17-05e9-369c-a468-2312ee8b7f87	21935483,21291958	0	2
Niskanen E	3fe87c9e-6e56-3eda-9aa9-cc31eb3b5fed	20082330,21692882,16997428,17683950	0	4
Nissila J	be3e5f81-ec53-3d44-9714-53508f458b7e	22987670	0	1
Nissinen A	13799ba1-1b66-3cbd-b76c-b28c24fdbeab	17683950	0	1
Nistico R	400e7413-4453-3f0b-bc4e-f07edbd8eff2	19874854,19420090,19699020	0	3
Nitenson AZ	e6519066-f03e-31b3-a26e-a37555835877	21980405	0	1
Nitsch AM	ca1c4bbe-372c-3d20-924e-d881d686a16d	23893850	0	1
Nitsch RM	e4b0888f-7085-3f07-86f4-b8411ea49c74	18423780,15882649,17012294,17077159	0	4
Nitschke JB	5a47d603-0835-381c-93f5-0e74bf98b2da	23804084,14980560,22763169,16181793	1	4
Nitschke MF	9e85cc19-118c-3232-9c3f-4b807882568b	16760196,15108303,16339020	0	3
Nittono H	81039001-7d8f-35f7-bdee-215317fdba5f	18620906,20144945,17350291	0	3
Niu Y	0706f4c6-81c3-3f70-be3b-82c00424b2b7	21907292	0	1
Niv Y	c4226781-a3b7-34b9-9a3c-24c2d5d75fdb	23536092,18987188,22238090	1	3
Niwa M	de8ba829-d6e9-3218-b7c8-0a9e1dab2c1b	16581168	0	1
Nixon EE	76d76701-d0fc-30db-ab53-34b443ce387c	18571795,19559684	0	2
Nixon PL	e373f0cb-cc04-3964-9ae3-0c782cd5a107	23000258	0	1
Niyazov DM	164d4a11-4a24-3152-87b7-1ea2506b53f5	15953559	0	1
Niziolek CA	481d5496-18f1-365c-843e-5bf5f01afda3	23864694	0	1
Niznikiewicz M	21a223a6-36b3-3f58-bff5-5d4d2fe3bbc3	15325368	0	1
Niznikiewicz MA	23e4fbe2-aeaf-3982-ac84-f6e49464e2de	22745503,19963356,20362418,24161536	0	4
Niznikiewicz MH	66b432a5-5392-375a-a728-697687450a38	16413049	0	1
Noack H	94995b55-20e9-3b56-b0b7-cda0fcbbef50	22331673,22108645	0	2
Nobili F	fa863a1b-eddb-37d1-844c-3e319e921fd0	21181798	0	1
Nobis EA	dd9bb724-b221-3586-a27c-d171b445ec29	18649349	0	1
Noble K	e63f1312-4631-3977-b51f-f77adb269e9b	15006649	0	1
Nobre A	ea712281-b306-37bb-abf1-11979e553696	17344206	0	1
Nobre AC	a96f1edc-0454-3f4d-bbf3-583a71d3f04c	21642353,11352612,17099066,20868756,22569064,18305258,18596189,16543137,15955482,21420421,17011212	1	11
Nocetti L	1b0fb718-c038-3f56-a7b5-46989ead947e	22275475	0	1
Noel X	6e4b8b99-593f-3b5f-897b-0e550ffd1545	23638017	0	1
Noesselt T	61a2e5e5-6703-3047-8451-604d5c196643	15955713,20943902,17942738,21305663,20084170,23664954,23085111,21451034,23032489	1	9
Nofzinger EA	05839cd7-4db2-3e65-9b0a-97d43e050a52	11960899,17217926	0	2
Nogawa J	4e13999c-d36d-3843-97dd-af6d583a831d	16000636,16861334	0	2
Noguchi H	e6a47cc4-aa2f-34a5-914b-f7e9be5bb684	18501457,16330500	0	2
Noguchi K	97f715b1-7e66-30f0-866c-4746ecc5fe5e	22819228	0	1
Noguchi T	d1971a29-b8fd-34b4-bea0-7373298b6afd	20833001	0	1
Noguchi Y	ca38e7bf-2520-31a7-91b0-23991d0f97fc	15703258,17658690,16280463,18234508	0	4
Nohara S	e89d7dfa-5046-3309-9b4f-909ca9320c18	16243494,15238436,17936725	0	3
Nohlen HU	019ecf80-07a1-3bfc-8adc-bd52e2ff3b6f	23685774	0	1
Noirhomme Q	684dc445-87e3-3ddb-917f-2fc02b22771d	20570741,19350563	0	2
Nolan H	828b7801-2f78-3ce0-b73b-7b936f8f7178	23608113	0	1
Nolan TS	043a1055-b6e3-34b5-bd2a-018715ffd5c6	18509068	0	1
Nolen W	59404752-f30c-39af-9390-9015fd2e1a2a	21050725	0	1
Nolen WA	dbd3c9ab-f049-39f6-8a8b-491a5f7015ef	21440642,20837502	0	2
Nolen-Hoeksema S	1052336c-b637-3473-856a-9b09d225bad0	19620180,18574518	1	2
Noll DC	f3df0889-fe18-35a8-8430-292a7f2a9861	19015078,20727412,15275933,16860574,17585888,18272874,17996854,19465137	1	8
Nollen NL	7f12a08f-1b74-37b4-a3d8-6d6677f01e6c	15993629	0	1
Nolte A	f3174a4e-8158-3021-87ff-75c9570e70bf	15955481	0	1
Nolte HM	6ab4a3b7-dcb8-3dce-af45-e4df81e1348c	23168382	0	1
Nomura EM	e0b0cccf-aec0-3ebb-9b41-333e871cdfb9	16436685	0	1
Nomura M	967c5834-7ea5-3c44-9915-76a36bb55179	19427910,21078349,16249100,17913515	0	4
Nonaka H	0170c829-0c7f-3d00-94d4-2ced9a5d0239	18403120	0	1
Noonan MP	a61c509b-3693-3f0e-a3da-5b6e758b6024	21976525	0	1
Noonan SK	a6c9d71b-c1b7-34d8-9f2a-990384930745	19401185,22941724	0	2
Nooner K	a5c90e53-bbda-3e0e-b927-3df5cd17a31c	21974788	0	1
Noordzij ML	7f8fa6c1-c230-3609-961c-1d05032322ab	21391272,21935391	0	2
Noppeney U	d70979b7-7678-35c2-b063-9454d80ed607	16632380,16137894,20452443,21813693,20505110,19458220,19923200,15716306,20810622,15944370,20844129,16242924,16300969,15178178,17712786,17251241,22001262,18691907,23678126,22305992,17617658,16565948,15110006,22490546,20164350	1	25
Norbury R	1dffad0f-5b88-3424-81a0-cb109dbdb923	21843538,18601940,17625917	1	3
Nordby H	022be3a3-67b2-302b-afbe-08b1ff34a2dd	17688963	0	1
Nordenskjold R	11cc967a-5a89-3b5f-853e-b00cceb08fa1	22290540	0	1
Nordstrom AL	33c164a5-f9ee-36dd-8f9c-a23df957b492	18036835	1	1
Nordt M	ce53cec4-54ca-3201-8c2e-820e67e892ed	23281129	0	1
Noreau A	2a7325f2-6adc-3bc0-b00c-a0d4175aba08	20851164	0	1
Noren G	50d90733-17fc-3246-a9e4-cab0c5211c33	18835422	0	1
Noriuchi M	f24cb2ab-1ce7-344c-973f-3f75536f657f	17686467,17336947,20858472	0	3
Norlund R	fcf303dc-cf55-3237-ab09-39a2253e3325	15820646	0	1
Norman JF	049d762c-9762-38a9-9695-3aa60119c5fc	19303937	0	1
Norman SB	17a7a828-cba1-3533-85d2-ff8a578145ee	20573339,23916537,18639236	0	3
Norman-Haignere S	363b0778-44a7-389d-a25e-0edb32f4ce1c	23019005	0	1
Norra C	a8583e4a-a6e9-3ab8-8ef5-a328aa531449	19969096	0	1
Norrholm SD	3b66595d-22da-34c6-962b-ba0703b4a0f2	23020899	0	1
Norris CJ	60677083-4bc4-30c3-9a58-9c7411ecb2bf	22974555,22089142	1	2
Norris D	9c912069-cebb-394a-bef9-4bfcf6eb3534	21739525,22521874,16504540	1	3
Norris DG	2081674f-58a3-343f-b506-d0eb35aabda4	19349231,18840533,17707538,19546155,20578174	1	5
North D	6b589c0f-f2cf-38b6-8714-ed1ac070918b	16729281	0	1
Northoff G	842e9b9a-857c-357f-9440-bf7e1f5268ec	19632301,10639399,21232578,20336686,16317710,20041155,17888408,19117277,20655361,23189175,16275018,16466680,21391261,21998038,20702070,22359353,16081255,16230029,18329905,20123026,16372256,18155927,14755839,20162606,21983057	1	25
Norton AC	171a4634-bb76-3468-9645-b9322ec52118	22348885	0	1
Norton ES	ed7f24fb-84b4-3bfc-ae7b-9b3d4d6fc4bf	21693783	0	1
Norton IH	312e788c-94f6-3ca0-a953-9a01a5c66e84	23288627	0	1
Nosarti C	66b4229b-7fca-3151-a8a2-61084cad7e2a	22532832,19478033,18056158,22022357,18412112,19376244,19376243,20853378,16683265	1	9
Nose I	f9b0e9b1-03e5-34bb-a701-b401524fc340	16616863,15681032,20692350	0	3
Noseworthy MD	3170b33e-2552-32b4-b654-14552ba15caa	17274022,19632208	0	2
Notebaert K	01674e0e-a3f7-3927-8d68-5daa91ba3e9c	19882648	0	1
Notebaert W	75e0eb7f-6e94-365a-a3d5-399372d025f7	24155301,22891063	1	2
Noth J	f543b1e1-6618-3762-9b43-0a09aa48c280	15050550,16639741	0	2
Noth U	db0ae9fe-1ca2-36e8-91ce-94f879eb4019	22496865,21768205	0	2
Nothen MM	487c509e-6880-3733-8311-2ebad726e608	19621369,19497374,20036336,20005295,19969089,20336655,19650139,19350564,22042765	0	9
Notley P	903e9756-b0b6-3c8a-9ed4-17760dcbc3cf	19386635	0	1
Nouali M	3748ae02-6beb-3665-b235-2c468908f9af	23313569,23638017	0	2
Nouchi R	9424a93b-25f2-3df0-9642-7297c59f4581	21988892,22965755,23671021,22349799,22926287	0	5
Noussair C	df2f0864-bc43-3e88-b62a-c43a0cd00a2d	18060809,18042401,19879365	1	3
Novais-Santos S	e85daf00-1362-37d4-b03f-967dc6d02a01	17574445	0	1
Novak T	2dae08e0-1965-3916-b692-fd648825dc23	22818781	0	1
Novak V	7b4548c3-d8f2-3d7c-8493-f646250da8f7	23071639	1	1
Noveck IA	e419f692-e726-32c0-bf18-7ab595290bc1	22766167,20302951	1	2
Novitski N	1cdb1d29-0a1b-3f9a-8e07-58f1c5ef0c87	17182905	0	1
Novitskiy N	cd224318-76c9-36c5-962e-d757669a482a	20074647,20869449,22270355	0	3
Nowak DA	fb5434f3-0495-392f-a699-e41ae13d99c5	18486490	0	1
Nowicka A	67840ab6-f3ad-3eae-b7da-b4d7de925e06	20584747,22431327	1	2
Nozawa T	6939d163-1c83-35df-8cee-63f2feedf871	23555852	0	1
Nucciarelli V	7d1012a3-f8c0-341a-9afc-dbd727733ec9	23799005	0	1
Nuechterlein KH	499a53af-b7ef-3e0b-82c7-5945c57ff822	19449330,19196494,20494338	0	3
Nuerk HC	28270ea5-d710-3474-8e65-80575262c569	18022606,18929439,16095920,21955726,23335976,16253524	0	6
Nugaeva N	43b19712-39e2-344d-aa08-0734154fd7ff	23029097	0	1
Nugent AC	53d27a26-eb05-3397-8524-2da3f25c6123	19539268,16256376	0	2
Nummenmaa L	f441547e-92dc-35bb-9dc8-d661bf1018c1	22952277,18790065,23671038,20016001,16949306,22062191,22319604,20439317	1	8
Numminen J	fc3e308a-c9ff-330c-a78f-ba95603964fa	19184995,15193610,18456517	0	3
Nune S	44ce2b99-816c-331b-8aa8-f984afe72420	18829095	0	1
Nunez JM	c195fa5e-252a-34f7-80bc-62f02cf2eed0	15734361	0	1
Nunez SC	53cb6729-da28-3697-8491-3e4416d3aecd	21040792	0	1
Nunnemann S	51f8b534-ac9c-3275-b119-f6d3912b040f	19046373	0	1
Nurmikko T	ac85300c-7489-33c7-af6b-ec3bb177bc4d	18567624	1	1
Nusbaum H	055ff24d-0e31-342d-ba44-9a2adb1587b4	20829245	0	1
Nusbaum HC	d4cb1307-19c2-3869-a2aa-1abe34ccf838	18091986,15734345,19628276,17372276,22198967	0	5
Nusser C	55cdc701-1e01-3de2-a5a7-8eac04fb0d62	19969089	0	1
Nutche J	448c6038-ffa2-3ce6-aa50-702d9c27a5c5	18314272,19959343,19019636	0	3
Nutche JJ	b5c20bcb-f815-325b-813f-c45975af2f77	16413757	0	1
Nutile L	a04a90ea-3d72-3e2d-80da-ab9ee3aea7ef	22119647	0	1
Nutt DJ	57d99b24-1fa6-30d3-b56b-035a6e6cacea	24048847	1	1
Nuutila P	4097e106-4a31-32d2-876b-fc51ed3523db	22319604	1	1
Nwaigwe A	c014e4db-585a-36fd-8f4e-47481658f059	19159693	0	1
Nyalakanti P	4b768721-5b36-3b06-8e66-0afb4f5ce7b1	23756137	0	1
Nyalakanti PK	081a805c-8384-30b5-a988-d9be563d68cd	23217577	0	1
Nyberg L	1330cc32-4870-3651-ba92-82c736e27a00	19962789,22065863,22855822,20420925,22024505,23678111,16699081,18346764,17403529,16214184,19036762,20138255,19818382,19560133,16537568	1	15
Nyffeler T	e9f049c1-83ab-30c2-bd81-5287c935269e	22079455	0	1
Nygaard N	6aa3a85b-b59e-3338-8465-453f07316f4d	18783864	1	1
Nylander R	a093c853-f942-3d7b-86b0-54efee9c3f71	22290540	0	1
Nyman MJ	7c7aeb12-8da4-36e6-a3b7-b8351fc12964	16949306	0	1
Nymberg C	bacc4f5f-3f2b-304d-83ed-a4bdaa4d4a81	22796987,22024246	0	2
Nys J	9023a2b7-789a-359b-ab7d-720f61df74ff	21500314	0	1
Nystrom LE	8e53cffa-8813-324c-b124-dbdeb8be75ad	18760263,16452666,15473975,18367612,15275925	0	5
Nyttingnes J	f11b8e2c-f813-36c8-9b5b-55626643e994	15193622	0	1
O'Beirne GA	78b22ef9-4bf0-3f6f-84dd-78b4fcfbfb2f	21484948	0	1
O'Boyle JG	534eb8cc-e40d-37ca-ba46-d390956cf168	20621638	0	1
O'Boyle MW	18744dad-4ec0-34da-8531-aa04e374bfe1	16150579	0	1
O'Brien J	0f628a02-1a98-3365-b420-68ed692d9205	20363808	0	1
O'Brien JT	900071c9-c153-3eee-9ece-c92bb349b4b0	22189566,21955457,17408930,17412610	1	4
O'Carroll C	9fa6ae12-e617-3c96-a8ea-2703f196e5c1	18589404	0	1
O'Connell P	de9da1a7-b3d9-3df0-891a-2c175377c5d7	16616832	0	1
O'Connell RG	f3987924-3310-316a-8e98-f2837e3da35c	23608113,22357846,22277263	0	3
O'Connell RM	2f50c736-879d-3ed5-b9e9-6f4677e0080f	20451622	0	1
O'Connor A	93670cb3-40d1-3be9-8948-34d0a5c203a5	23146249	0	1
O'Connor AR	8bada0f4-5324-38d8-b694-0bb889f4bf14	23127796,20181590	0	2
O'Connor DA	6e14540e-e8c2-31a1-b5f4-24b8c4335847	22641143	0	1
O'Connor MF	c8fdbec5-bfde-30b1-b9c4-8098e6f1e2c4	18559294,19481155	0	2
O'Connor MJ	bc09336b-4617-31d7-b871-71bccdac0582	23149028,21040792,20237258,18256251,19263420	0	5
O'Connor MM	132485b3-284b-323e-bbc8-d17879154063	17097071	0	1
O'Connor PJ	ead7d4ba-16a2-3e3f-b14f-3c3791685ede	17408973	0	1
O'Connor SJ	349441dc-edc6-3a5e-a6b6-d2d13bc2e9f3	22227139	0	1
O'Connor WT	5d4e8ce5-344b-3df5-8b35-45c971b2b442	18515149	0	1
O'Craven K	5db53e2d-f369-35e9-860c-ea02a734582d	17531309	0	1
O'Craven KM	9fb0244d-38c6-362b-ae25-f4fffe8ea312	17204295	0	1
O'Daly O	87b5f241-a863-3fb7-8cc3-16d4de9f461c	20302946,19846064,18787233,19769994,22479499	0	5
O'Daly OG	805867c2-0694-3809-8022-5b1b286b88c2	17720459,23009959,21799807,22552046	0	4
O'Doherty J	c283e169-a834-374e-8b01-788bb892071e	12821513,17303809,16828125,22227051	1	4
O'Doherty JP	e395a07b-439a-3766-8ffb-140c27b405b4	22815503,17626211,20510862,21917804,16246595,21325514,23678116,23884955,17122317,20200121,23136406,18550593,23599165,22238090	1	14
O'Doherty M	f05b4982-0f92-366f-89e5-3f7b99909fed	20600990	0	1
O'Donnell A	f0b0eb4d-b6de-3f37-9ae4-a04e5cac40d9	23623456	0	1
O'Driscoll GA	0836f2b9-ca59-3d32-8c44-1d2fe5ed774c	21705195	0	1
O'Gorman R	9c83e8e9-8cdf-3976-b3bb-e97665ba335e	22451196	0	1
O'Gorman RL	8c18ed43-e6f1-39cc-a5d1-4444d09d8546	20336685,16529951,18511306	0	3
O'Hanlon E	1b92980b-2d47-322e-92f5-021ef46618a8	19770054	0	1
O'Hare AJ	32d71133-5abd-34ff-836f-4f1b6c4cc522	18840418,18061152	1	2
O'Hare ED	e7b1d727-98af-3f18-b986-333bf69da675	19263420,18586110	0	2
O'Keefe K	ad12d098-2bfd-3081-8eea-1d3647b68017	20363808	0	1
O'Leary D	12bba85e-77d6-358d-a5b4-df2324636d59	19434601	0	1
O'Leary DS	c0b43c6a-ab4c-35e3-b4a6-61ccfe31848e	23544046	0	1
O'Loughlin C	b2b0565d-e0bc-39e3-bcce-6e40efead8e0	15537676	0	1
O'Malley S	4850aa3d-96ee-3552-b08a-eea9399c4192	21126735	0	1
O'Muircheartaigh J	4ed80a95-39cf-3930-b74c-e14de5bd75c2	22475381,20398772,24107949,23721722	0	4
O'Neil EB	aebe6cf1-ba1b-3028-b642-43117e31e988	21613466	0	1
O'Neil JP	01a80b46-6635-31d3-8bf3-2d9892ded254	18550595,20578173,22787044	0	3
O'Neil K	a73c8147-0484-3fe7-94c3-49fdcaa7aa4b	23746539	0	1
O'Neil KM	6423d4f6-769d-3dd8-9386-1b4481de14d0	23403412,22985694	0	2
O'Neill A	f1e8aa83-1882-366f-871c-a4c66f9a19bc	23684978	0	1
O'Neill J	39777805-23c5-341d-9909-2c6f6e406ee7	22405729	0	1
O'Rahilly S	74677ac9-b232-3d37-9180-7e5b06dfaa25	20980590	0	1
O'Reilly JX	2c81127a-89dc-35c1-95f3-cd23798a42c1	18305258,19684249	0	2
O'Reilly RC	22953567-81de-3a22-8485-776626ea1e40	21718969,22355309	1	2
O'Riordan M	0ad9cd77-1a4b-3b17-b927-f87858670e61	16806312	0	1
O'Shea J	1412920d-4075-3378-84db-57c82e61ab9f	15705615,22514324,22155982,19788568	0	4
O'Shea RP	d792577b-ba9e-3b5c-b9a7-eb01fa82836d	19782667	0	1
O'Sullivan M	fc2d0f52-36c8-316a-a6b8-0505ff690a90	20149485	0	1
O'Sullivan N	79377538-fafa-341c-93ee-4318c26bbbec	21703286	0	1
O'Sullivan U	79379cc9-99ca-3024-beae-bc5daf8aefe6	17360900,17553466	0	2
O'Young D	6967f375-7771-3685-ad61-f06aa12d24db	21569855	0	1
O'doherty JP	8c44302c-0247-3c17-9308-7ee9935af22f	16192329	0	1
Oakes TR	2fc3d3c8-32c6-3e36-8329-4080df5d8232	19619665,20484644,19846063,16043132,17607327,16099178,19059346,14980560,15038007,17113790	0	10
Oakley DA	e4324750-b81c-3b14-962a-998dea2273b0	15325387	1	1
Oathes DJ	a702f276-0822-30f9-a48d-730f12906415	22763169	0	1
Oba K	768c3888-d60c-3391-852f-a7b422f48a0d	24052613	0	1
Obadia M	f3a4e2ce-122f-387f-9325-b90362f629af	14615297	0	1
Obata AN	e1da9f05-2e2a-365f-8533-bfd01fc33339	23439443	0	1
Obata T	6f35c7e3-5e97-3c5f-8bd3-2c7e2c1f7f2d	18403120,23375117	0	2
Oberbeck R	49d8a041-64bb-3bef-89f7-d168c2cb8e50	23547245,22461242	0	2
Oberg J	9fa8d3d6-dcc8-3a80-9401-821962b337a2	17767491	0	1
Oberlin BG	7734445f-ae0b-3b21-ac07-6dbab200016f	22227139	0	1
Obermann M	f4b80ca7-9dba-32c4-9596-a0f672ef456c	19457385,23485849	0	2
Oberndorfer T	a8d691ed-c7a7-3025-99be-481c8609a3e5	23993362	0	1
Oberndorfer TA	cafcf661-e353-357a-b843-1104c0956970	18096409	0	1
Obhi SS	29365204-b1af-31ac-9cb3-e332de14697a	16525049	0	1
Obler LK	4ce63815-6bf2-3a41-890e-e5aa21ca5202	20399492	0	1
Obleser J	a6a14fc3-5513-3288-bfcd-1acf93809ff5	22634860,17150986,21421059,18685036,19718654,19561061,17329425,17109899,22266262,16281283,22584229,23624171,22609577,21391281,23804092,19733670,23978652	1	17
Obrig H	06f6cc72-e282-3a1d-a8ff-dbe7b84c266c	22155031,23357203	1	2
Obst KU	5b482943-748d-3bb0-9277-5605facd4aa1	22814146	0	1
Oby ER	31259e50-36b7-3f8c-b293-49bfad244a7d	18992759	0	1
Ochner CN	89a4b889-9d41-351b-9abe-ea9cc767a5cc	22921709	0	1
Ochsner K	9d0259db-3d70-31c8-95d6-7c4c65600092	19058792	1	1
Ochsner KN	73323cb7-7174-3589-a243-acf9e09965d8	20226799,16364548,23765157,16290016,22446299,18817740,23202664,15946863,22587900,15890534,19465135,11571223,22228751	1	13
Ocklenburg S	13e4037a-4941-3ae5-9d12-1cd3f1787a6e	23921095	0	1
Oda K	c1ae1386-9e4e-3826-a1de-8d265307dbe6	15219596	0	1
Oddo S	46074124-a2fb-3f74-be93-113927df1e22	19084220	0	1
Odegard TN	a6fe6dc0-3fcc-3437-9ecf-3e09d7289211	19428430	0	1
Odell C	b13d377b-2387-35e6-8faf-33df1c61d697	22796991	0	1
Odenheimer S	fe052002-9b5b-3e1b-a578-41c4b5d446ee	21601433	0	1
Odom JV	4e428934-517d-3f20-9c26-21745ac50869	15846772	0	1
Ody C	20ee0dd2-412b-39c6-89b3-51eb3aa2e57e	21481335,17928444	0	2
Oechslin MS	e0882d88-ffbf-3ba5-a802-882c0f1f021f	19592570,18692578,22936472,22832388	0	4
Oehler N	5341689a-9a6f-3c92-bdf2-75167e2339f2	23077059	0	1
Oei NY	0fdbf5b0-8a55-3032-95e9-b9da1b0c6364	22645252,21498384,21664280	0	3
Oertel BG	ee4fb984-dd58-33d0-8b68-74e2c3ae5579	22496865,21681856,21768205	1	3
Oertel V	9f0da153-968b-30ac-a1f6-f65953b4d5d7	20147555	0	1
Oertel-Knochel V	84f8e7c9-f20a-386f-b244-ebe075f76647	22464726,23672819,20097544	0	3
Oestreicher E	14f61837-9a7d-3772-923c-c2a32cdc9167	16280464	0	1
Ofan RH	c034e0b1-9465-398c-bcc9-22d938e2aa75	16861335	0	1
Ofen N	5cb00fce-c48a-3966-a147-2463703a698d	22815515	0	1
Oga T	a24e3006-025d-33dc-b543-6141fdac3a79	16027011	0	1
Ogar J	be3415c2-f678-3b87-9538-d0d88c8c88ee	17554002,19428421	0	2
Ogar JM	f8b7fbb5-4ea4-3c11-b29c-f6a870fa56f4	19022856,20542982	0	2
Ogasawara M	94e8ce75-bbf5-3d00-ac73-8a567ec63b3e	22608157	0	1
Ogata K	8808aac0-6516-3b69-8bfd-2be4c6b52629	17524667,22480729,21232617	0	3
Ogata Y	7f6ea110-75b1-31ec-bc10-ff4f7433884a	21738777	0	1
Ogawa A	1fbd6be9-a67c-375c-86cf-6207c2bf5b77	18325789,20493956	0	2
Ogawa K	abfff84b-3e82-3dc3-9dad-6ce2342e688b	19027762,16863694,18620906	0	3
Ogawa S	d42d84cd-917e-31c2-b884-7787d314d127	21739528,17392459,19770045,20051357	1	4
Ogden LA	12d558a8-fc06-3548-9127-9caf6c4404b4	22395084	0	1
Ogg RJ	50febb07-6d7e-3475-bba4-1bcf9e2377b1	18539046	1	1
Ogilvie A	03b0d709-8c23-3b6a-83c9-a7ee0a69c339	15184035	0	1
Ogino Y	72336907-d221-3b47-95a5-1edff6999604	16855007	0	1
Oginska H	1c162dd0-1fef-30b0-91c7-7495876cc393	22705376,23523811	0	2
Ogura K	1dff3720-c8e8-3717-bc5a-8c15ad78d6a2	20669168	0	1
Oguro K	d1d745a3-fad6-3725-b435-010f75462fca	22429907	0	1
Oh H	74884417-0e2e-3c32-aed2-689855ddd50d	17239618,22965806	0	2
Oh J	8a8b19d1-472c-388c-ab60-4e78acf7a585	23968735	0	1
Oh JH	96062103-c2d8-3543-9f35-a59773d13b6b	19103254	0	1
Oh JM	610554e0-4cd0-388a-b791-35cd4c3e204a	23236200	0	1
Oh JS	420ee659-d829-3b7f-ad96-36c3e2744848	20394826	0	1
Oh MK	7f0d172c-f67e-3991-b6c8-8c6284b0a828	21385750,18096408	0	2
Oh SH	b0231d68-9cd0-37cf-8d32-15e887601ff1	15219589,16644239	0	2
Oh TM	117bffee-d220-35be-a3f4-05ba33ac7db1	21511040	0	1
Ohayon J	ff361cb4-54bb-3739-bebb-4cb60aeb22cc	15006685,15456705	0	2
Ohayon S	467ac419-5512-3d9e-82a3-7600943ff525	24133271	0	1
Ohgami Y	45ca13e9-a512-39db-b208-fad0125d4b57	16490307,19028549	0	2
Ohira H	86ea6fd8-5cba-3dcd-949d-0c3144c78836	19427910,19409960,20655361,20849925,16249100,17913515	0	6
Ohki K	61664b1b-b896-3715-9cee-a138c2bf16d1	17123836,18165283,23063444	0	3
