First_Name.Middle_Name	Family_Name	Pubmed_Name	Category	Primary.Affiliation	Secondary.Affiliations	Researcher.ID.URL	RID	uuids
Vicki L	Colvin	Colvin VL	Pharmacology & Toxicology	Rice University, USA				36de860f-d2c2-4a73-b3d0-6228a82af142
P Jeffrey	Conn	Conn PJ	Pharmacology & Toxicology	Vanderbilt University, USA				81b9b6bd-d9ff-4713-a575-1f2238b86628
Patrick 	Couvreur	Couvreur P	Pharmacology & Toxicology	University of Paris Sud (Paris 11), France				58865f3e-398c-492c-b2a3-a6f6aefba085
John F	Cryan	Cryan JF	Pharmacology & Toxicology	University College Cork, Ireland		http://www.researcherid.com/rid/A-6950-2013	A-6950-2013	8774ed60-b7a5-41df-ada7-5e28b0dfb225
Mark E	Davis	Davis ME	Pharmacology & Toxicology	California Institute of Technology, USA				c87e02b0-8294-40c7-ac61-a8b65b10dd73
Erik 	De Clercq	De Clercq E	Pharmacology & Toxicology	KU Leuven, Belgium	Rega Institute for Medical Research, Belgium			db3e129b-bb2a-48c9-90a1-b7dc7cde0b95
Luciano 	De Petrocellis	De Petrocellis L	Pharmacology & Toxicology	CNR, Italy				c68b5eef-60e2-4acf-a9e6-29ae51402569
Vincenzo 	Di Marzo	Di Marzo V	Pharmacology & Toxicology	CNR, Italy				b36d6b43-694d-489d-891e-b845ca954535
Dennis E	Discher	Discher DE	Pharmacology & Toxicology	University of Pennsylvania, USA				e0eb97ac-c452-44e5-8108-7a5657d4f192
Ken 	Donaldson	Donaldson K	Pharmacology & Toxicology	The University of Edinburgh, UK				9ee01d60-ae34-4094-977a-8886596f2912
Ruth 	Duncan	Duncan R	Pharmacology & Toxicology	University College London, UK	Ctr Invest Principe Felipe, Spain; University of Greenwich, UK			84b0d5cc-8a70-4202-aa64-cb066fc3e8e2
Jun 	Fang	Fang J	Pharmacology & Toxicology	Sojo University, Japan				bdeb2a85-003e-445e-af74-494e0bf3adf0
Omid C	Farokhzad	Farokhzad OC	Pharmacology & Toxicology	Harvard University, USA	Massachusetts Institute of Technology (MIT), USA			d71859a1-cdb8-4576-92f6-3d5861abbb97
Peter 	Ferdinandy	Ferdinandy P	Pharmacology & Toxicology	PharmaHungary Grp, Hungary	Semmelweis University, Hungary			2462cbde-86a1-4173-a5ad-433098d891a5
Bertil B	Fredholm	Fredholm BB	Pharmacology & Toxicology	Karolinska Institute, Sweden				0c9d12b6-5c6b-4b4d-aa76-fb9d286296db
Liang-Shang 	Gan	Gan LS	Pharmacology & Toxicology	Biogen Idec Inc, USA				6ecbd36b-f4de-4efc-bbfb-b1e474b0c33c
Paul 	Greengard	Greengard P	Pharmacology & Toxicology	Rockefeller University, USA				3fd7351d-9190-495f-8258-57ea49fb8c4e
Hinrich 	Gronemeyer	Gronemeyer H	Pharmacology & Toxicology	Inst Genet & Mol Biol Cell IGBMC, France				ba8e2db9-4665-4b97-836b-ce0aad6ea231
Robert 	Gurny	Gurny R	Pharmacology & Toxicology	University of Lausanne, Switzerland				230d57d8-77a8-4a2d-8921-17db0ba01996
Justin 	Hanes	Hanes J	Pharmacology & Toxicology	The Johns Hopkins University, USA				6f05720d-233f-4acf-bb7a-29903abc4cf5
Wim E	Hennink	Hennink WE	Pharmacology & Toxicology	Utrecht University, Netherlands				167dea44-6d18-403f-825e-5cd0ba2357d9
Timothy 	Hla	Hla T	Pharmacology & Toxicology	Cornell University, USA		http://www.researcherid.com/rid/G-5873-2012	G-5873-2012	9039b459-13a7-4688-ba4b-e526483b774d
Allan S	Hoffman	Hoffman AS	Pharmacology & Toxicology	University of Washington, USA				f0710313-d5b4-4863-a0a0-6e37dcd0f7db
Morley D	Hollenberg	Hollenberg MD	Pharmacology & Toxicology	The University of Calgary, Canada				91abdf09-15a5-4c42-8ac8-4c5e549f689b
Elaine 	Holmes	Holmes E	Pharmacology & Toxicology	Imperial College London, UK	King Abdulaziz University, Saudi Arabia			deaff259-6a11-43b7-bd97-d0a87ec65b48
Saber M	Hussain	Hussain SM	Pharmacology & Toxicology	Mol Bioeffects Branch, USA	Wright State University, USA			e4d21a99-f4f0-4f6d-ade6-aa6144bd7f09
Adriaan P	Ijzerman	Ijzerman AP	Pharmacology & Toxicology	Leiden University, Netherlands				b5644f0e-e791-4ac9-b129-7eb33a1f6ec4
Magnus 	Ingelman-Sundberg	Ingelman-Sundberg M	Pharmacology & Toxicology	Karolinska Institute, Sweden				118c5f6b-f5a0-48e7-9be8-f20e0d51138a
Angelo A	Izzo	Izzo AA	Pharmacology & Toxicology	Endocannabinoid Res Grp, Italy	University of Naples Federico II, Italy			37c66c12-aa34-404d-81a3-05d0827d9dcc
Kenneth A	Jacobson	Jacobson KA	Pharmacology & Toxicology	National Institute of Diabetes & Digestive & Kidney Diseases, National Institutes of Health, USA			http://www.researcherid.com/rid/A-1530-2009		A-1530-2009	73aea7ca-6038-44bb-8423-077edb635699
Harren 	Jhoti	Jhoti H	Pharmacology & Toxicology	Astex Pharmaceut, UK				ea9ffa47-e4fb-497f-83a9-a1c677f1a41d
Wim 	Jiskoot	Jiskoot W	Pharmacology & Toxicology	Leiden University, Netherlands				91317c65-1ab1-4bc0-a53f-9dbb075f8b8e
Ricky W	Johnstone	Johnstone RW	Pharmacology & Toxicology	Peter MacCallum Canc Ctr, Australia	University of Melbourne, Australia			4eec1beb-14bc-45e9-946f-1b8975102b2b
Alexander V	Kabanov	Kabanov AV	Pharmacology & Toxicology	University of North Carolina at Chapel Hill, USA	Moscow State University, Russia			fc903d64-162c-436a-84eb-7e5ade34f433
Kazunori 	Kataoka	Kataoka K	Pharmacology & Toxicology	The University of Tokyo, Japan		http://www.researcherid.com/rid/K-7108-2012	K-7108-2012	589c4616-fd0f-47c8-a6b9-62acee73d9a3
Terry P	Kenakin	Kenakin TP	Pharmacology & Toxicology	University of North Carolina at Chapel Hill, USA	King Abdulaziz University, Saudi Arabia			942a27b2-560a-4a96-bdf3-77f61deb3069
Thomas W	Kensler	Kensler TW	Pharmacology & Toxicology	University of Pittsburgh, USA	The Johns Hopkins University, USA			4e4505f4-fb49-4760-8622-b96485e5823a
Kwangmeyung 	Kim	Kim K	Pharmacology & Toxicology	Korea Inst Sci & Technol, South Korea				62a83d0e-bf27-4219-93fe-090ef0ff99b3
Sung Wan	Kim	Kim SW	Pharmacology & Toxicology	University of Utah, USA				b382d30b-8a7e-4eba-87b5-34c319c3cc58
Thomas 	Kissel	Kissel T	Pharmacology & Toxicology	University of Marburg, Germany				a6f3fca2-2eb2-4c8c-9550-b0142fa5ab44
James E	Klaunig	Klaunig JE	Pharmacology & Toxicology	Indiana University-Purdue University at Indianapolis, USA	Indiana University Bloomington, USA			b7fcd496-ad4c-4ae9-b154-7e2ab767672f
Brian K	Kobilka	Kobilka BK	Pharmacology & Toxicology	Stanford University, USA				876648b8-17bb-45be-9c9e-4ffff6ec6227
Ah-Ng Tony	Kong	Kong AN	Pharmacology & Toxicology	Rutgers, The State University of New Jersey - New Brunswick, USA				64e8fc67-c1d8-42af-ab28-2d0ecabc4338
Wolfgang G	Kreyling	Kreyling WG	Pharmacology & Toxicology	German Res Ctr Environm Hlth, Germany				030695a2-1d47-490f-b73e-06b6997fe5e9
Guido 	Kroemer	Kroemer G	Pharmacology & Toxicology	University of Paris Descartes (Paris 5), France	Gustave Roussy Comprehensive Cancer Center, France; INSERM, France			19b173a1-ee48-4434-8b98-952a173722ae
George 	Kunos	Kunos G	Pharmacology & Toxicology	NIAAA, USA				b6db1f6e-4f0c-456b-948e-c56016c37c02
Glen S	Kwon	Kwon GS	Pharmacology & Toxicology	University of Wisconsin - Madison, USA	King Abdulaziz University, Saudi Arabia			bdae6c73-bee1-49b8-9f92-49f313c76af7
Ick Chan	Kwon	Kwon IC	Pharmacology & Toxicology	Korea Institue of Science & Technology, South Korea	Korea University, South Korea			baaf3694-1096-471c-9bab-23437826aa5b
Vinod 	Labhasetwar	Labhasetwar V	Pharmacology & Toxicology	Cleveland Clin, USA	Lerner Res Inst, USA			739eb983-2324-48d1-b953-7be6f1be9db2
Robert 	Langer	Langer R	Pharmacology & Toxicology	Massachusetts Institute of Technology (MIT), USA				cedcaf32-f7e9-4438-b11b-6591597be5ad
Christopher 	Lau	Lau C	Pharmacology & Toxicology	U.S. Environmental Protection Agency, USA				fe66fc4d-e326-4888-b1a1-ad01bcbb1fbd
Edward L	Lecluyse	Lecluyse EL	Pharmacology & Toxicology	The Hamner Institutes for Health Sciences, USA				ef4c886d-9b25-4aed-8e98-0fb377ea1650
Robert J	Lefkowitz	Lefkowitz RJ	Pharmacology & Toxicology	Duke University, USA				04d78ed3-e051-4c1f-a1ed-af08fcfe7990
Jean-Christophe 	Leroux	Leroux JC	Pharmacology & Toxicology	Swiss Federal Institute of Technology Zurich, Switzerland				2671a878-1878-4ce2-9e50-1745bffe23cf
Rob 	Leurs	Leurs R	Pharmacology & Toxicology	VU University Amsterdam, Netherlands				9e0ceb09-35c2-40f4-8651-1cf8dae1be68
Joel 	Linden	Linden J	Pharmacology & Toxicology	La Jolla Inst Allergy & Immunol, USA				80049cc3-b61e-4715-b14c-9b25ca890554
John C	Lindon	Lindon JC	Pharmacology & Toxicology	Imperial College London, UK				26934067-6ed0-4809-a570-d0cf03320d01
Thorsteinn 	Loftsson	Loftsson T	Pharmacology & Toxicology	University of Iceland, Iceland		http://www.researcherid.com/rid/N-3438-2013	N-3438-2013	cc1e2838-df80-48c8-919f-840afeadb07e
Ken 	Mackie	Mackie K	Pharmacology & Toxicology	Indiana University Bloomington, USA				7b2b38c5-940d-4242-8c09-ac17621ecdf4
Hiroshi 	Maeda	Maeda H	Pharmacology & Toxicology	Sojo University, Japan				a0d72316-9379-45a1-8f87-2f70f78ea004
Alexandros 	Makriyannis	Makriyannis A	Pharmacology & Toxicology	Northeastern University, USA	King Abdulaziz University, Saudi Arabia			d1796dd4-8307-4ae9-9b52-5a9f8615608b
Paul A	Marks	Marks PA	Pharmacology & Toxicology	Mem Sloan Kettering Canc Ctr, USA				bcc648f2-eba8-440b-a486-c4a02f80ba4b
Scott E	McNeil	McNeil SE	Pharmacology & Toxicology	SAIC Frederick Inc, USA				60f05d2b-d026-4204-b56a-35f017bb4b76
Raphael 	Mechoulam	Mechoulam R	Pharmacology & Toxicology	The Hebrew University of Jerusalem, Israel				427191f0-f59b-4e51-945e-00a79dad6408
Antonios G	Mikos	Mikos AG	Pharmacology & Toxicology	Rice University, USA				a5a12651-556c-4300-b57c-f8b9112e3fd7
Graeme 	Milligan	Milligan G	Pharmacology & Toxicology	The University of Glasgow, UK		http://www.researcherid.com/rid/F-9426-2011	F-9426-2011	87a9f3cc-94a8-436e-8bff-832dd2270692
Nancy A	Monteiro-Riviere	Monteiro-Riviere NA	Pharmacology & Toxicology	North Carolina State University - Raleigh, USA	Kansas State University, USA			ff6866d2-06df-4773-a935-194fc8076d17
Rainer H	Muller	Muller R	Pharmacology & Toxicology	Free University of Berlin, Germany				9666a7f1-c1de-48f5-aacf-08697e2164c7
Jeremy K	Nicholson	Nicholson JK	Pharmacology & Toxicology	Imperial College London, UK				465af272-9414-4c2b-bffe-bc0007cc32fb
Mikko 	Niemi	Niemi M	Pharmacology & Toxicology	University of Helsinki, Finland	King Abdulaziz University, Saudi Arabia			1e35f326-70da-4d9a-bb1d-b103ed7448ac
R Scott	Obach	Obach RS	Pharmacology & Toxicology	Pfizer Inc, USA				14dd6741-c56e-4f1a-81fa-86e953969765
Luke A J	O'Neill	O'Neill LA	Pharmacology & Toxicology	Trinity College Dublin, Ireland				d81f064a-3aa8-4aaa-be22-1b7aaeeca877
Sten 	Orrenius	Orrenius S	Pharmacology & Toxicology	Karolinska Institute, Sweden				7462f06b-657e-44f6-8c92-f9bff08bb487
Pal 	Pacher	Pacher P	Pharmacology & Toxicology	NIAAA, USA		http://www.researcherid.com/rid/B-6378-2008	B-6378-2008	abc46653-2ee5-4f02-9f89-f2404cb53fd8
Kinam 	Park	Park K	Pharmacology & Toxicology	Purdue University - West Lafayette, USA				ab30773e-aa13-4bd6-aa39-c216b4a61ffb
Kwangsik 	Park	Park K	Pharmacology & Toxicology	Dongduk Women's University, South Korea				b3ba5f80-769d-4955-8506-92514f9c8d7f
Tae Gwan	Park	Park TG	Pharmacology & Toxicology	Korea Advanced Institute of Science and Technology, South Korea				48e2f09b-3792-4a1a-8abf-53e6f17413c3
Anil K	Patri	Patri AK	Pharmacology & Toxicology	NCI, USA				d135dfb9-5edb-42c4-bef1-48bc9d61dabe
Nicholas A	Peppas	Peppas NA	Pharmacology & Toxicology	The University of Texas at Austin, USA				40388a37-97e7-48f4-8991-45ab7365f32d
Roger G	Pertwee	Pertwee RG	Pharmacology & Toxicology	University of Aberdeen, UK				6c61ed32-3245-424b-ab53-0a74c0be804b
Jean-Philippe 	Pin	Pin JP	Pharmacology & Toxicology	Inst Genom Fonct, France	INSERM, France; University of Montpellier 1, France; University of Montpellier 2, France			2f464cff-516b-4c3b-b8cd-21ec14737d29
Joseph W	Polli	Polli JW	Pharmacology & Toxicology	GlaxoSmithKline, UK				fde0dd40-ae8c-4199-a8b2-f584f4061144
Mark R	Prausnitz	Prausnitz MR	Pharmacology & Toxicology	Georgia Institute of Technology, USA				3cc93caf-8f10-4677-b36b-549932ee46b0
Irfan 	Rahman	Rahman I	Pharmacology & Toxicology	University of Rochester, USA				0405d6c1-e7d8-4d1c-a8b0-8896f842357c
Kenneth L	Reed	Reed KL	Pharmacology & Toxicology	DuPont Haskell Global Ctr Hlth & Environm Sci, USA				398a7531-7959-4ec8-ad16-dd6232b8c43c
Uwe 	Rudolph	Rudolph U	Pharmacology & Toxicology	Harvard University, USA				73ccef29-fa98-41d7-8394-9d8a2fdecf8c
Christie M	Sayes	Sayes CM	Pharmacology & Toxicology	RTI Int, USA	Joint Sch Nanosci & Nanoengn, USA			dc5dc3ed-c38b-4ad7-ba30-6fd39020d719
Alfred H	Schinkel	Schinkel AH	Pharmacology & Toxicology	Netherlands Canc Inst, Netherlands				22c32764-6f1f-4935-891a-b40288e172b8
Helgi B	Schioth	Schioth HB	Pharmacology & Toxicology	Uppsala University, Sweden				fa2498b9-25af-49a4-8aaf-4c8f0f2f6e53
John J	Schlager	Schlager JJ	Pharmacology & Toxicology	USAF, USA				135ee4b1-d95d-47fa-9429-f1f61ce051d7
Gisbert 	Schneider	Schneider G	Pharmacology & Toxicology	Swiss Federal Institute of Technology Zurich, Switzerland				e26132bd-1bef-4a30-9a19-9eb4e2ee2b46
Rainer 	Schulz	Schulz R	Pharmacology & Toxicology	University of Giessen, Germany				fd2b6e15-8524-4d2b-bf26-6f6ad55f53df
Andrea 	Scozzafava	Scozzafava A	Pharmacology & Toxicology	University of Florence, Italy				7ca8aaab-cfe5-4ba8-a355-a840b1faaad7
Patrick M	Sexton	Sexton PM	Pharmacology & Toxicology	Monash University, Australia		http://www.researcherid.com/rid/B-1319-2008	B-1319-2008	3d8f1c50-69b6-420d-91a4-6eb5f347797e
Shishir 	Shishodia	Shishodia S	Pharmacology & Toxicology	Texas Southern University, USA				7fecdd75-0b47-4a52-afc7-78ccef42e0ba
Yoshihisa 	Shitara	Shitara Y	Pharmacology & Toxicology	Chiba University, Japan				f07b30ee-89c4-44b7-af75-8e70eaf58633
V R	Sinha	Sihna V	Pharmacology & Toxicology	Panjab University, India				bd059492-639d-47c0-96f5-bd50bba5d178
Michael 	Spedding	Spedding M	Pharmacology & Toxicology	Les Labs Servier, France				435885e7-fb9e-4ce8-8876-797d84e96f4f
Vicki 	Stone	Stone V	Pharmacology & Toxicology	Heriot Watt University, UK				707be85c-12cc-4200-9d8d-3d664887418b
Gert 	Storm	Storm G	Pharmacology & Toxicology	Utrecht University, Netherlands				cee7fc61-d854-4ce7-8c65-1090348d4e0b
Yuichi 	Sugiyama	Sugiyama Y	Pharmacology & Toxicology	RIKEN, Japan				6dd6c569-fe68-4486-ab75-7e77afcb589e
Claudiu T	Supuran	Supuran CT	Pharmacology & Toxicology	University of Florence, Italy		http://www.researcherid.com/rid/A-5151-2008	A-5151-2008	0bc8d133-8ad9-4bfd-b891-08cf12f41079
Csaba 	Szabo	Szabo C	Pharmacology & Toxicology	The University of Texas Medical Branch at Galveston, USA	Shriners Burns Hosp Children, USA			89e21016-956d-49ad-8d48-3d58d64cc80a
Vladimir P	Torchilin	Torchilin VP	Pharmacology & Toxicology	Northeastern University, USA	King Abdulaziz University, Saudi Arabia			a2eea08b-438d-4139-b1e6-911d064a3676
Marian 	Valko	Valko M	Pharmacology & Toxicology	Constantine the Philosopher University, Slovakia	Slovak University of Technology in Bratislava, Slovakia			cbda558e-348d-404d-80c8-48190c45eb61
Cornelus F	Van Nostrum	Van Nostrum C	Pharmacology & Toxicology	Utrecht University, Netherlands				466d0175-331e-4163-b990-65746a015877
Nico P E	Vermeulen	Vermeulen NP	Pharmacology & Toxicology	VU University Amsterdam, Netherlands				2da72572-8f05-43ec-ab8b-c73d48f3d961
Francesco M	Veronese	Veronese FM	Pharmacology & Toxicology	University of Padua, Italy				a41eb96b-f1f3-45d4-bf3b-a71e6135470c
David B	Warheit	Warheit DB	Pharmacology & Toxicology	DuPont Haskell Lab Hlth & Environm Sci, USA				f947ae79-ca01-45da-9a83-0a725507e4dc
Thomas R	Webb	Webb TR	Pharmacology & Toxicology	St Jude Childrens Res Hosp, USA				74d8fc6f-6d65-481b-9c7e-f50248015406
Heike 	Wulff	Wulff H	Pharmacology & Toxicology	University of California, Davis, USA				943fb05a-a8e0-49cf-94b7-a3a6f5b362f5
Ulrich M	Zanger	Zanger UM	Pharmacology & Toxicology	Dr Margarete Fischer Bosch Inst Clin Pharmacol, Germany				7354d3e0-c652-4b6d-94ed-65460553fca0
Miqin 	Zhang	Zhang M	Pharmacology & Toxicology	University of Washington, USA				f0d99dc1-736d-4fcc-a8cd-fd0f2c58da6c
Yuliang 	Zhao	Zhao Y	Pharmacology & Toxicology	Chinese Academy of Sciences, China				369b7b79-4cc5-445c-91b2-f15ed51db44d
Shu-Feng 	Zhou	Zhou SF	Pharmacology & Toxicology	University of South Florida, USA				795be896-6292-4046-9403-127d425602e1
Hagop S	Akiskal	Akiskal HS	Psychiatry/Psychology	University of California, San Diego, USA				78f9305d-a71e-4e80-b1c1-255b025607fe
Matthias C	Angermeyer	Angermeyer MC	Psychiatry/Psychology	University of Cagliari, Italy	Ctr Publ Mental Hlth, Austria			f2a6cdfc-6fc2-4bcb-9076-a0fea692d66a
Arnold B	Bakker	Bakker AB	Psychiatry/Psychology	Erasmus University, Netherlands	King Abdulaziz University, Saudi Arabia	http://www.researcherid.com/rid/F-8494-2010	F-8494-2010	7d73632f-4601-46bf-9246-9da2bcbe4052
Mahzarin R	Banaji	Banaji MR	Psychiatry/Psychology	Harvard University, USA				171ae46f-7e29-475c-8821-835f4b87ba29
Roy F	Baumeister	Baumeister RF	Psychiatry/Psychology	Florida State University, USA	King Abdulaziz University, Saudi Arabia			f9bdb90d-ac57-478f-9e68-1f0291dbd277
Patricia A	Berglund	Berglund PA	Psychiatry/Psychology	University of Michigan - Ann Arbor, USA				9a9f69b7-0eaf-4420-a1e2-3c517ea4e239
Joseph 	Biederman	Biederman J	Psychiatry/Psychology	Harvard University, USA	Massachusetts Gen Hosp, USA			d6531a3c-1d10-4b6f-ac15-2a4119c238f0
Charles L	Bowden	Bowden CL	Psychiatry/Psychology	The University of Texas Health Science Center at San Antonio, USA				c8b2727b-de96-4dcd-a354-c37820f0c231
Robert W	Buchanan	Buchanan RW	Psychiatry/Psychology	University of Maryland, Baltimore, USA				39579164-73aa-417f-a75e-91c0d223b232
Kristin S	Cadenhead	Cadenhead KS	Psychiatry/Psychology	University of California, San Diego, USA				ef923bca-2c8e-444e-9d93-8d3c974fdde7
Joseph R	Calabrese	Calabrese JR	Psychiatry/Psychology	Case Western Reserve University, USA		http://www.researcherid.com/rid/A-1009-2008	A-1009-2008	5301f80e-29ee-487b-8fda-73bc36ba2f1b
Mary 	Cannon	Cannon M	Psychiatry/Psychology	Royal College of Surgeons in Ireland, Ireland	Beaumont Hospital, Ireland	http://www.researcherid.com/rid/D-8227-2012	D-8227-2012	afdbec6a-6aea-443f-80af-3746bbb83b72
Tyrone D	Cannon	Cannon TD	Psychiatry/Psychology	Yale University, USA				0d11e8f8-ca31-43b2-a066-79fa44eb6b30
Cameron S	Carter	Carter CS	Psychiatry/Psychology	University of California, Davis, USA				0442d9db-2a8d-44ec-9ab2-cc2acfacbed4
Avshalom 	Caspi	Caspi A	Psychiatry/Psychology	Duke University, USA	King's College London, UK	http://www.researcherid.com/rid/D-5294-2011	D-5294-2011	06b95611-caf4-49ee-b169-8c0a2de6575a
Dennis S	Charney	Charney DS	Psychiatry/Psychology	Icahn School of Medicine at Mount Sinai, USA				7bde1629-b089-426c-a983-04bfab5ca28c
S Patricia	Chou	Chou SP	Psychiatry/Psychology	NIAAA, USA				40f093f2-3688-46c4-ad15-9684af9505d1
Christoph U	Correll	Correll CU	Psychiatry/Psychology	Zucker Hillside Hospital, North Shore Long Island Jewish Health System, USA	Hofstra North Shore LIJ School of Medicine, USA; Psychiat Neurosci Ctr Excellence, USA			76555e08-6a71-4652-889f-51be175d434d
Nick 	Craddock	Craddock N	Psychiatry/Psychology	Cardiff University, UK				a026f9aa-22ec-4513-a4d4-89e6f6244821
Pim 	Cuijpers	Cuijpers P	Psychiatry/Psychology	VU University Amsterdam, Netherlands				f43878cb-44f6-4348-96eb-64746a96ddde
John M	Davis	Davis JM	Psychiatry/Psychology	University of Illinois at Chicago, USA				7306c64d-65cc-4e88-96ca-1647c3fff511
Deborah A	Dawson	Dawson DA	Psychiatry/Psychology	NIAAA, USA				f4b0a262-3d28-427f-8c45-9ec1e806f3d6
Ron 	De Graaf	De Graaf R	Psychiatry/Psychology	Netherlands Inst Mental Hlth & Addict, Netherlands				8bbc0a95-b2f6-4b08-8345-c6db273b0afc
Stanislas 	Dehaene	Dehaene S	Psychiatry/Psychology	CEA, France	Coll France, France; INSERM, France; University of Paris Sud (Paris 11), France			8582c442-b651-43c3-901e-481381324a44
Randall W	Engle	Engle RW	Psychiatry/Psychology	Georgia Institute of Technology, USA				71894a02-e9b4-46e7-9da6-9ef3dc00e32d
Stephen V	Faraone	Faraone SV	Psychiatry/Psychology	State University of New York Upstate Medical University, USA				3cd21932-a70b-4e8c-b475-fa805bb2366a
Maurizio 	Fava	Fava M	Psychiatry/Psychology	Harvard University, USA	Massachusetts Gen Hosp, USA			93b6c012-3661-4269-a8a1-d83b579056e1
Robert 	Freedman	Freedman R	Psychiatry/Psychology	University of Colorado at Denver, USA				5751f0bb-06f2-4b79-9e04-c67da100a71b
James M	Gold	Gold JM	Psychiatry/Psychology	University of Maryland, Baltimore, USA				ee8dfb7d-caa9-4b5b-8d76-246650246ff5
Guy M	Goodwin	Goodwin GM	Psychiatry/Psychology	University of Oxford, UK				29e2816c-3041-4eab-af0a-822f318bbd71
Bridget F	Grant	Grant BF	Psychiatry/Psychology	NIAAA, USA				0bbf0356-005d-4200-9299-2e8c99f10977
Michael F	Green	Green MF	Psychiatry/Psychology	University of California, Los Angeles, USA	Vet Adm Greater Los Angeles Healthcare Syst, USA			a8251bcd-ce8b-4f0a-a1c3-1c9b26fece76
James J	Gross	Gross JJ	Psychiatry/Psychology	Stanford University, USA				9986a4ea-4abe-4d48-8b5a-45dc81a32e5a
Honalee 	Harrington	Harrington H	Psychiatry/Psychology	Duke University, USA				633fcf36-bcd8-4e9b-91c2-588d6f20f593
Philip D	Harvey	Harvey PD	Psychiatry/Psychology	University of Miami, USA				1140e62f-69f0-4555-86b5-73dd5330817f
Deborah S	Hasin	Hasin DS	Psychiatry/Psychology	Columbia University, USA	New York State Psychiat Inst & Hosp, USA			63dedfeb-e4a1-4125-92bf-75f99cf33845
Robert 	Jin	Jin R	Psychiatry/Psychology	Harvard University, USA				6ff4027c-709c-4840-bad2-d6732eb92bba
John M	Kane	Kane JM	Psychiatry/Psychology	The Zucker Hillside Hospital, North Shore Long Island Jewish Health System, USA	Hofstra North Shore-LIJ School of Medicine, USA			7c6d0bf8-caa6-44e3-9a9b-bc947df44bc4
Paul E	Keck	Keck PE	Psychiatry/Psychology	University of Cincinnati, USA				e888d6ec-6fc6-4df0-a64d-b4e4f0700fe0
Richard S E	Keefe	Keefe RS	Psychiatry/Psychology	Duke University, USA				0af16015-a579-4371-98d5-68e5a6950149
Martin B	Keller	Keller MB	Psychiatry/Psychology	Brown University, USA				ef38aa15-ad90-4dbb-9120-88dc504c03cd
Kenneth S	Kendler	Kendler KS	Psychiatry/Psychology	Virginia Commonwealth University, USA				cfb8c1ef-a2cf-47c9-8cc0-b14224510f94
Ronald C	Kessler	Kessler RC	Psychiatry/Psychology	Harvard University, USA				e08ff321-979e-43f6-8d53-e6f5c6450e4c
David J	Kupfer	Kupfer DJ	Psychiatry/Psychology	University of Pittsburgh, USA				7080c5ad-938b-4788-894a-80ac8bd26333
Andrew C	Leon	Leon AC	Psychiatry/Psychology	Cornell University, USA				d3495148-cdd8-4123-bfc3-554052c26e58
Stefan 	Leucht	Leucht S	Psychiatry/Psychology	Technical University Munich, Germany				087a81cc-e22a-4bfd-826f-c17542b643c9
Jeffrey A	Lieberman	Lieberman JA	Psychiatry/Psychology	Columbia University, USA				df8547a4-a91b-4d3e-bbec-3a588e4ea0e3
David P	Mackinnon	Mackinnon DP	Psychiatry/Psychology	Arizona State University - Tempe, USA				df61107f-826a-42c3-a581-2d6e05fbd965
J John	Mann	Mann JJ	Psychiatry/Psychology	Columbia University, USA				4340a671-01c3-4f82-8d58-a26ec5c77e84
Stephen R	Marder	Marder SR	Psychiatry/Psychology	University of California, Los Angeles, USA	VISN 22 Mental Illness Res Educ & Clin Ctr, USA			eb8e8788-15c2-45b9-ab9c-2b1df7a63ccf
Joseph P	McEvoy	McEvoy JP	Psychiatry/Psychology	Duke University, USA				a44a63ee-5cd5-42e1-8f4c-a3308d148839
Thomas H	McGlashan	McGlashan TH	Psychiatry/Psychology	Yale University, USA	Connecticut Mental Hlth Ctr, USA			dd3d25df-f056-459c-a6a6-5fc57d08bf80
Patrick D	McGorry	McGorry PD	Psychiatry/Psychology	ORYGEN Youth Hlth Res Ctr, Australia	University of Melbourne, Australia			98b47aba-751c-407f-966f-d02bd5f3e2bc
Philip K	McGuire	McGuire PK	Psychiatry/Psychology	King's College London, UK	S London & Maudsley NHS Fdn Trust, UK			f0d05f24-cbea-4768-85e4-5c750ee0cd33
Roger S	McIntyre	McIntyre RS	Psychiatry/Psychology	University of Toronto, Canada				f75c2ba4-fb44-4d12-9884-55d480d269fb
Kathleen Ries	Merikangas	Merikangas KR	Psychiatry/Psychology	NIMH, USA				b1cf60d3-7596-4a34-83f6-93b049a4abf2
Eric 	Mick	Mick E	Psychiatry/Psychology	University of Massachusetts Medical School - Worcester, USA				0fed6811-a9db-4746-b752-5d39f2c8f5e7
Hans-Juergen 	Moeller	Moeller HJ	Psychiatry/Psychology	University of Munich, Germany				4423aced-8880-4d06-8e41-8d01806a770d
Terrie E	Moffitt	Moffitt TE	Psychiatry/Psychology	Duke University, USA	King's College London, UK	http://www.researcherid.com/rid/D-5295-2011	D-5295-2011	853955e7-5663-4b27-9e43-22aedd0e0cf6
Robin M	Murray	Murray RM	Psychiatry/Psychology	King's College London, UK				6069d512-bb20-48b9-8430-6091d40788e4
Henry A	Nasrallah	Nasrallah HA	Psychiatry/Psychology	University of Cincinnati, USA				fc171e9b-345d-4a6d-accd-95d57f18754d
John W	Newcomer	Newcomer JW	Psychiatry/Psychology	Florida Atlantic University, USA				2181676c-00c6-4d3b-9427-fe5230cae6e8
